link.citation,con.taxonomy,res.taxonomy,foodweb.name,,,,,
Cattin Blandenier (2004),Tibellus sp,Tetrix sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha sp,Jassidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Bathyphantes gracilis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Myllaena dubia,Linyphiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Salticidae,Muscidae copro,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Salticidae,Muscidae flor,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Linyphiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Argiope bruennichi,Conocephalus discolor,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Gongylidiellum murcidum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Ozyptila sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetramorium sp,Ozyptila sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Argiope bruennichi,Anisoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Salticidae,Hebrus pusillus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneidae,Eupterygini,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona sp,Eupterygini,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Argiope bruennichi,Sympecma fusca,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Ilione albiseta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneidae,Ephydridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Salticidae,Cecidomyiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona sp,Ephydridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Robertus insignis,Tetrix sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sitticus sp,Hybotidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha sp,Marpissa radiata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Marpissa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Oxyloma elegans,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Argiope bruennichi,Sympetrum sanguineum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Haplothrips sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Arctosa sp,Ozyptila sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Argiope bruennichi,Acrididae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Aleocharinae,Euconnus hirticollis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa radiata,Salticidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Vallonia pulchella,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetramorium sp,Vallonia pulchella,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Micrommata virescens,Tetramorium sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Jassidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Aleocharinae,Bathyphantes gracilis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Ilione lineata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sitticus sp,Haplothrips sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Aleocharinae,Linyphiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Robertus insignis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Robertus insignis,Tetramorium sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Robertus insignis,Formica sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Pirata sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Bathyphantes gracilis,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa radiata,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Argiope bruennichi,Somatochlora flavomaculata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Argiope bruennichi,Somatochlora sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha sp,Haplothrips sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha sp,Haplothrips sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Euconnus hirticollis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Philaenus spumarius,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Philaenus spumarius,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Gnaphosidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Vertigo antivertigo,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetragnatha sp,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Heteroptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetramorium sp,Vertigo antivertigo,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Bathyphantes gracilis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneae,Ozyptila sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Linyphiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Tibellus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneidae,Dixella sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona phragmitis,Dolomedes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pirata sp,Thomisidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Aleocharinae,Haplothrips sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Robertus insignis,Thomisidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Myllaena minuta,Gongylidiellum murcidum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa radiata,Thanatus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha sp,Heteroptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Robertus insignis,Pterostichus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Haplothrips sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneidae,Pipinculus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha arcuata,Ozyptila sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Cicadella viridis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pterostichus sp,Oligochaeta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Zelotes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Zelotes sp,Ozyptila sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Evarcha arcuata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Myllaena minuta,Euconnus hirticollis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneidae,Hybotidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona sp,Hybotidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona phragmitis,Lumbricidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Pisaura mirabilis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Heteroptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Pardosa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Calliphoridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Argiope bruennichi,Sympetrum sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pterostichus sp,Lumbricidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Myllaena minuta,Linyphiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Argiope bruennichi,Chorthippus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Salticidae,Marpissa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pterostichus sp,Succinea putris,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneidae,Haplothrips sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona sp,Haplothrips sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Ephydridae,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Argiope bruennichi,Sympetrum vulgatum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Pterostichus strenuus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Araneae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Thomisidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hybotidae,Cecidomyiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Gnaphosidae,Ozyptila sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Antistea elegans,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Bathyphantes gracilis,Hebrus pusillus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Myllaena dubia,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sitticus sp,Salticidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa radiata,Hebrus pusillus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha sp,Salticidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha sp,Salticidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Robertus insignis,Ozyptila sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Porcellium conspersum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sitticus sp,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Arctosa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha sp,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Argiope bruennichi,Chorthippus montanus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa sp,Ozyptila sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pterostichus minor,Oligochaeta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Aleocharinae,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Tetramorium sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Formica sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pterostichus strenuus,Oligochaeta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sitticus sp,Thanatus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pterostichus sp,Oxyloma elegans,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Salticidae,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha sp,Thanatus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha sp,Thanatus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Euconulus alderi,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetramorium sp,Euconulus alderi,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pterostichus minor,Lumbricidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Thomisidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pterostichus minor,Succinea putris,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pterostichus strenuus,Lumbricidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pterostichus strenuus,Succinea putris,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Ozyptila sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Ephydridae,Cecidomyiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona sp,Salticidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Dolomedes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Salticidae,Araneae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Antistea elegans,Hebrus pusillus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Myllaena dubia,Hebrus pusillus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Hebrus pusillus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Robertus insignis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona sp,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Pirata sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sitticus sp,Hebrus pusillus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Gnaphosidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha sp,Hebrus pusillus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Limoniidae,Oligochaeta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Robertus insignis,Oligochaeta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Calliphoridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pterostichus minor,Oxyloma elegans,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona sp,Thanatus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Aleocharinae,Hebrus pusillus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Aleocharinae,Robertus insignis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pterostichus strenuus,Oxyloma elegans,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Argiope bruennichi,Acrididae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Argiope bruennichi,Caelifera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Ozyptila sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Ozyptila sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Limoniidae,Lumbricidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Robertus insignis,Lumbricidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Hebrus pusillus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Robertus insignis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Pirata sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa radiata,Thomisidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Gnaphosidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Vallonia pulchella,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Pardosa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Vertigo antivertigo,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Araneae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneidae,Hebrus pusillus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona sp,Hebrus pusillus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneidae,Cecidomyiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona sp,Cecidomyiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Aleocharinae,Pardosa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Pardosa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Dolomedes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Araneae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Salticidae,Ozyptila sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneidae,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Myllaena dubia,Thomisidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Thomisidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Haematopota sp,Vulpes vulpes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sitticus sp,Thomisidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
